age,salary,experience,education_level,target
45,77620,7,1,0
39,91124,11,2,0
55,109307,16,2,1
24,111360,30,0,1
32,133564,0,1,0
49,94852,10,0,0
28,80245,15,1,0
41,128153,36,1,1
20,128249,27,0,0
47,65562,8,1,0
23,48234,7,1,0
19,105322,24,0,0
31,122636,9,1,0
58,35329,39,0,1
35,35698,2,2,0
61,110863,22,1,1
48,67609,22,0,0
30,36548,3,1,0
43,59757,22,1,0
61,144572,8,0,1
29,85234,3,2,0
35,38340,33,0,0
26,89396,38,1,1
38,104695,17,2,1
57,47865,33,2,1
60,120072,33,1,1
41,79767,2,0,0
51,117291,18,0,1
25,33743,33,1,0
61,91762,25,0,1
50,98254,34,0,1
40,130192,30,0,1
30,124925,26,2,1
31,69934,2,2,0
31,146658,36,0,1
33,149392,11,1,0
55,76972,22,1,1
56,45530,16,1,0
43,79336,15,1,0
43,79003,16,0,0
18,52908,14,0,0
49,135407,25,1,1
32,87186,1,0,0
38,60653,16,1,0
35,138261,0,1,0
47,146354,29,2,1
30,67032,31,1,1
41,53783,29,2,1
47,73535,3,1,0
19,132994,31,0,1
36,126838,34,2,1
64,91828,0,0,0
61,108273,18,1,1
64,80527,32,2,1
42,145581,18,1,1
31,45551,35,1,1
23,63543,26,0,0
29,39504,12,2,0
37,36371,26,0,0
40,70975,13,0,0
47,106346,23,2,1
47,49036,34,0,1
55,134698,18,1,1
47,101083,24,2,1
58,73756,10,2,1
47,112739,8,2,1
53,144348,5,2,1
51,29305,35,2,1
33,94349,36,2,1
41,86436,28,1,1
31,23747,8,2,0
43,65024,32,0,1
25,70623,22,0,0
31,43245,14,0,0
48,23103,10,2,0
19,126822,22,0,0
21,85609,25,1,0
18,134938,0,0,0
37,88033,29,2,1
31,49577,16,1,0
57,79746,22,1,1
42,106548,35,1,1
42,28487,4,0,0
20,69449,34,0,0
22,115559,8,2,0
55,110413,3,1,0
43,65567,6,2,0
57,84849,0,2,0
55,143464,15,2,1
55,92053,24,1,1
21,130120,5,1,0
24,131709,37,2,1
47,149155,13,1,1
47,136322,36,0,1
36,139693,10,1,0
56,140717,0,0,0
52,126548,0,1,0
57,25615,35,2,1
50,96004,7,2,0
50,30879,31,0,1
31,117491,32,0,1
55,71996,7,1,0
27,33078,13,0,0
45,74775,23,2,1
31,24590,28,1,0
53,74100,24,0,1
55,30910,5,2,0
33,130431,0,2,0
38,51976,22,1,0
45,41574,32,1,1
50,60652,13,1,0
23,108252,27,1,1
58,53430,28,0,1
32,93735,39,1,1
61,75627,22,0,1
20,146563,37,2,1
60,72239,9,1,0
64,73913,26,1,1
52,118972,7,1,1
31,113276,3,1,0
19,29477,20,1,0
46,72772,20,1,1
21,85696,29,1,0
43,63358,12,0,0
29,64205,2,1,0
19,91996,19,1,0
34,82376,35,1,1
52,101937,39,0,1
27,120837,4,1,0
39,42894,21,1,0
58,122750,1,2,1
60,79919,24,1,1
38,131463,39,2,1
32,123858,23,2,1
52,133572,4,1,1
38,128813,15,1,1
38,22918,14,1,0
38,131683,12,2,1
61,45629,10,0,0
49,36699,15,0,0
22,132436,17,1,0
56,73984,24,1,1
26,71363,37,2,1
35,27069,39,2,1
38,126815,3,0,0
25,74285,20,2,0
61,124726,10,0,1
51,90063,33,1,1
27,39099,29,0,0
58,77977,3,0,0
41,35622,13,1,0
57,46281,10,0,0
41,59433,3,2,0
49,59875,25,2,1
50,101067,2,1,0
55,149381,36,1,1
61,25132,37,2,1
51,114932,3,2,0
28,78016,25,2,1
48,63239,38,2,1
35,80891,10,0,0
40,126966,10,2,1
39,113343,37,1,1
60,59550,37,1,1
35,137295,19,2,1
57,138020,25,0,1
64,47196,37,2,1
58,101529,11,2,1
64,73849,28,1,1
56,111494,13,1,1
37,67358,24,0,0
30,59513,38,0,1
62,123938,25,0,1
18,130871,9,1,0
21,59028,13,0,0
41,100481,4,2,0
53,103105,21,2,1
53,108915,10,1,1
62,144790,28,2,1
19,58877,6,0,0
45,42825,17,2,0
43,86451,30,0,1
40,43848,19,0,0
32,136305,34,0,1
53,33669,6,2,0
44,29875,29,1,1
23,100389,3,0,0
52,87961,29,2,1
56,117976,29,1,1
55,53193,29,2,1
52,120091,17,1,1
53,120888,9,2,1
27,122952,13,0,0
47,36552,35,2,1
58,53282,22,1,1
55,56203,11,0,0
46,148682,11,0,1
60,122829,33,2,1
56,104536,25,0,1
21,116338,5,1,0
22,96105,36,0,1
21,110802,14,1,0
53,88740,38,1,1
62,93301,18,1,1
33,96232,39,0,1
42,44928,22,0,0
31,68910,35,2,1
28,34679,12,1,0
46,119421,30,1,1
51,54173,36,2,1
39,64899,25,2,1
31,67865,17,1,0
41,58182,32,1,1
56,59109,39,2,1
43,24174,31,0,0
60,37061,3,2,0
53,127046,18,1,1
56,110931,6,1,1
33,85749,34,0,1
55,119970,25,1,1
49,85524,22,1,1
23,82108,33,2,1
51,98812,6,0,0
25,94621,10,2,0
47,138942,7,0,0
44,130572,12,1,1
24,48481,31,2,0
44,71938,33,2,1
42,51276,17,2,0
63,145128,14,0,1
58,110133,23,1,1
32,84850,20,1,0
42,146193,17,0,1
39,107780,13,2,1
35,50601,18,1,0
29,119565,12,1,0
40,70324,15,2,0
62,41264,1,0,0
56,99426,33,1,1
42,136742,25,2,1
27,66312,21,2,0
47,62852,19,2,1
27,67907,28,0,0
51,137503,17,1,1
63,41058,28,0,1
30,101657,26,0,0
46,123500,34,2,1
55,57352,28,2,1
58,25021,5,2,0
62,42614,36,0,1
26,79131,24,1,0
30,62950,20,2,0
54,130813,30,1,1
31,63420,39,1,1
54,22631,15,1,0
26,26345,13,2,0
25,126400,5,1,0
56,67674,10,0,0
57,46844,26,0,1
20,91836,37,0,1
64,142036,4,2,1
57,124148,14,0,1
50,104096,37,1,1
49,25362,15,2,0
24,28097,17,2,0
36,148171,32,1,1
51,148502,34,0,1
31,25599,23,1,0
64,110988,34,1,1
63,67373,6,2,1
36,146372,13,0,0
43,24258,29,0,0
34,111066,23,0,1
45,73271,14,1,0
36,92176,12,2,0
44,57056,18,2,0
36,37261,28,2,1
50,139173,21,0,1
24,71696,1,0,0
46,57827,38,2,1
60,35141,12,1,0
22,46752,35,2,1
47,109084,37,1,1
60,120904,17,2,1
25,101438,14,1,0
59,113219,34,2,1
29,72680,16,0,0
59,38792,12,0,0
30,57628,21,0,0
43,128469,39,0,1
35,73100,20,2,0
59,144118,25,0,1
37,87870,3,1,0
33,20767,6,1,0
54,117180,9,0,0
20,46992,14,0,0
44,148468,25,0,1
32,49570,15,2,0
51,84697,39,1,1
62,97273,33,1,1
39,98908,16,1,0
57,112421,37,2,1
40,139571,15,2,1
21,106126,33,1,1
58,140636,28,1,1
40,125389,17,1,1
64,81580,10,0,0
26,20744,11,2,0
41,112694,36,1,1
38,40558,1,0,0
58,78861,17,1,1
63,141886,37,1,1
33,52259,32,2,1
42,137244,8,1,0
43,41450,14,2,0
62,76949,27,2,1
26,56929,7,1,0
32,66589,35,0,1
56,146863,38,1,1
50,95122,7,1,0
18,20286,18,1,0
22,88783,3,0,0
26,147098,26,2,1
61,117510,12,0,1
23,63562,37,0,0
45,90635,20,1,1
62,36387,25,1,1
43,134365,22,0,1
45,42319,29,2,1
57,20411,30,2,1
32,40729,30,1,0
23,105647,15,2,0
44,132102,6,2,1
55,35704,16,2,0
21,30109,23,0,0
28,86892,19,0,0
38,51172,38,1,1
47,93885,26,2,1
35,37984,1,1,0
52,47460,0,0,0
20,141845,33,1,1
29,58474,26,0,0
44,64449,36,0,1
47,140247,5,1,1
38,27196,37,2,1
55,106993,26,1,1
38,71534,15,2,0
55,33549,34,1,1
57,134840,26,1,1
32,29821,34,1,0
35,55564,35,0,1
46,31073,37,1,1
55,27282,27,0,1
38,125255,2,0,0
34,81146,30,0,1
58,39189,2,1,0
35,122384,37,1,1
54,129966,23,1,1
55,94783,25,1,1
29,30771,27,0,0
28,81492,8,2,0
37,63725,36,2,1
26,42234,26,0,0
18,109282,2,0,0
20,54096,27,2,0
38,32236,31,2,1
40,71544,34,2,1
26,55921,6,2,0
36,44576,6,2,0
62,20166,20,1,1
63,34652,31,2,1
36,39638,37,1,1
40,106980,19,1,1
44,35233,7,0,0
44,21885,3,0,0
56,73520,25,2,1
53,115900,14,0,1
29,100244,5,2,0
44,125833,31,0,1
63,119203,4,0,1
51,55016,5,2,0
50,129759,2,0,0
45,88948,28,2,1
48,84810,18,0,0
49,31769,9,2,0
37,101483,6,1,0
57,63147,0,2,0
52,26449,0,0,0
48,62179,16,1,0
48,121436,21,1,1
55,126459,35,2,1
39,28136,13,2,0
62,118663,5,1,1
58,91986,29,2,1
26,62999,32,2,1
26,109567,19,2,0
32,51052,15,0,0
30,81281,3,0,0
39,31346,33,1,1
33,77677,0,1,0
49,34852,12,1,0
19,135418,7,2,0
43,92603,21,2,1
31,51485,3,2,0
55,95225,33,1,1
51,103337,36,1,1
25,126071,22,0,0
53,44272,19,2,1
38,23763,23,2,0
63,79087,26,0,1
60,125232,12,1,1
45,74848,4,1,0
63,50075,15,1,1
61,48692,37,2,1
23,112085,28,0,0
37,86414,25,0,0
48,48848,21,1,0
50,140170,23,2,1
61,116277,12,0,1
24,39268,20,2,0
25,145887,0,1,0
26,96323,3,1,0
19,136985,2,0,0
34,61620,22,1,0
62,117207,15,0,1
54,96872,12,1,1
59,113274,38,0,1
61,99023,30,1,1
34,147101,23,1,1
55,60139,14,2,1
52,73137,4,2,0
64,54037,21,1,1
56,98434,21,0,1
47,37678,10,1,0
23,135697,23,2,1
21,63051,9,0,0
54,38141,33,1,1
52,95692,10,1,0
26,44160,28,2,0
23,32835,21,0,0
30,29383,32,0,0
39,124882,7,0,0
45,44564,31,1,1
47,127549,39,2,1
53,104761,22,1,1
19,58484,4,2,0
53,71556,30,2,1
25,105482,28,0,0
62,48280,5,1,0
59,62782,24,0,1
26,70423,24,2,0
18,46295,30,2,0
30,77596,13,0,0
32,118236,16,0,0
49,133424,15,2,1
51,121072,27,1,1
60,118145,8,0,1
48,134045,1,1,0
31,95287,3,2,0
64,76953,19,0,1
31,94464,35,0,1
46,91678,36,2,1
64,65955,5,0,0
36,71080,0,0,0
44,101793,2,1,0
26,84930,36,0,1
54,42650,2,1,0
54,123717,32,0,1
60,43212,14,0,0
45,87726,3,2,0
41,86538,14,2,0
45,129481,6,0,0
53,62882,3,1,0
35,43038,2,2,0
42,93630,22,2,1
52,42451,13,2,0
21,89288,5,0,0
31,75352,32,1,1
56,40521,8,1,0
43,84308,11,0,0
25,72854,34,2,1
41,113304,30,1,1
33,140631,2,1,0
37,113946,35,0,1
32,57206,12,1,0
24,89963,12,1,0
34,146407,33,2,1
39,25556,20,2,0
39,126836,33,2,1
29,38772,27,1,0
35,48063,34,2,1
63,125296,13,0,1
64,42709,17,2,1
32,70852,18,2,0
54,100855,18,1,1
33,25383,32,2,0
22,21233,34,0,0
19,47146,19,2,0
45,149205,28,2,1
58,148443,7,0,1
44,71450,24,0,0
48,44713,16,2,0
58,133881,0,1,1
53,63758,37,0,1
64,100325,29,0,1
60,88466,27,1,1
18,97648,32,0,0
46,32374,12,0,0
18,70985,23,1,0
25,51012,36,2,1
33,104059,21,1,1
45,44783,12,2,0
39,35563,39,0,1
35,63193,11,0,0
39,30042,6,2,0
58,79031,35,1,1
29,63163,28,0,0
36,108356,28,1,1
42,116788,25,2,1
22,22208,26,2,0
51,125857,23,2,1
56,33796,30,1,1
27,123926,6,1,0
64,110962,16,2,1
24,145083,32,0,1
54,42670,33,2,1
64,44320,17,0,0
32,40074,4,0,0
59,47931,0,0,0
41,38993,6,1,0
43,75330,33,0,1
43,52991,2,0,0
63,35003,35,2,1
43,67496,34,0,1
27,34743,11,0,0
34,72926,14,2,0
31,144291,3,1,0
19,99543,32,0,0
30,44300,15,1,0
44,130888,28,2,1
26,126818,5,1,0
24,101711,36,0,1
27,91509,22,1,0
26,29703,12,1,0
39,117849,0,2,0
40,104006,11,2,0
24,114712,26,2,1
26,85014,24,2,0
44,108816,21,2,1
41,148536,33,2,1
46,109403,17,2,1
34,60431,15,2,0
37,76436,28,1,1
24,41845,29,2,0
60,101777,29,1,1
57,55055,19,0,0
24,28878,21,2,0
45,30209,33,0,1
36,78812,3,2,0
37,114035,30,0,1
61,123139,13,1,1
56,143876,7,2,1
57,120838,36,1,1
24,31004,4,0,0
23,140218,7,1,0
42,116123,10,2,1
58,53390,28,1,1
30,48400,20,1,0
56,96511,38,0,1
57,98121,12,0,1
39,135763,18,2,1
34,26876,2,0,0
39,68104,33,1,1
51,143183,37,0,1
25,99135,18,2,0
62,110775,31,0,1
35,63906,35,2,1
41,139925,38,2,1
59,40378,13,1,0
19,46568,6,1,0
19,146375,19,1,0
44,117046,31,2,1
31,120998,30,0,1
56,106224,21,0,1
29,137886,4,2,0
49,107332,30,2,1
45,127014,14,0,1
45,142077,16,0,1
63,50796,36,2,1
42,106353,18,0,0
21,84350,9,0,0
43,75061,33,2,1
53,95597,24,2,1
20,44401,36,1,0
18,23810,27,1,0
34,119216,14,0,0
24,109362,19,2,0
22,146814,12,0,0
36,24902,19,2,0
56,137876,30,0,1
63,144195,17,0,1
51,82734,27,2,1
52,105148,3,1,0
33,69723,23,1,0
57,80599,8,2,1
64,96199,31,0,1
56,33967,31,0,1
44,133312,38,0,1
58,60536,20,2,1
55,25135,38,1,1
42,82365,26,2,1
43,99608,35,1,1
31,126593,7,1,0
31,105953,18,2,1
31,136327,28,1,1
42,91979,18,1,1
53,123146,4,1,0
21,41925,21,0,0
64,115538,34,2,1
32,122331,9,0,0
49,50993,14,2,0
35,85796,1,0,0
31,148238,21,1,1
18,94663,34,0,0
59,136485,38,0,1
37,69483,18,2,0
27,122514,11,2,0
27,44843,33,0,0
41,136747,19,2,1
51,118376,6,1,0
45,57879,23,1,1
44,88457,2,1,0
57,128949,5,2,1
18,23888,32,2,0
50,85713,33,0,1
21,71151,32,2,1
24,143651,28,0,1
26,143825,22,2,1
33,27426,3,2,0
22,90031,4,0,0
51,118573,33,1,1
40,30047,15,2,0
60,38039,39,0,1
42,81096,2,2,0
30,55301,13,2,0
41,68707,32,2,1
28,65114,27,2,0
34,145569,14,2,1
54,41366,3,0,0
30,40745,19,2,0
44,63082,24,0,0
37,75270,34,0,1
50,31353,38,1,1
59,45080,21,0,1
49,38788,34,0,1
25,54969,27,1,0
46,75171,9,2,0
57,80633,15,1,1
36,147461,22,2,1
23,25659,18,2,0
61,53921,0,0,0
56,24161,0,2,0
58,35503,25,1,1
38,112539,33,1,1
39,136024,1,2,0
59,44982,27,1,1
27,89014,19,1,0
27,114156,26,0,1
46,134964,27,0,1
33,75910,30,0,0
18,72632,6,2,0
34,120665,7,0,0
47,47172,31,1,1
43,140056,10,0,0
63,95696,25,1,1
36,77804,24,0,0
38,120750,6,1,0
34,97467,19,0,0
63,116706,29,0,1
57,116726,0,0,0
38,83107,17,0,0
58,78926,7,1,0
57,93137,28,0,1
62,123355,39,2,1
36,89053,21,0,0
24,90338,31,0,0
34,130694,39,2,1
18,104295,13,1,0
54,93386,1,2,0
23,26744,34,1,0
43,108309,6,2,0
19,133721,2,2,0
49,91784,14,2,1
22,80083,33,1,1
54,70123,21,0,1
48,133732,17,0,1
29,92672,17,2,0
52,62285,33,1,1
47,77496,35,1,1
23,97336,38,0,1
32,138648,37,1,1
32,145986,36,1,1
33,82396,17,2,0
37,72238,39,1,1
30,33417,28,1,0
61,110841,11,2,1
59,122271,17,0,1
63,65129,30,0,1
48,57719,14,1,0
51,24002,39,2,1
46,22332,29,0,0
20,46149,35,1,0
26,129764,27,0,1
28,89911,14,1,0
28,114994,32,0,1
42,118989,1,2,0
39,105808,7,2,0
59,78923,32,0,1
63,37352,34,2,1
26,81081,17,0,0
37,142008,25,0,1
38,83778,20,2,1
27,87569,27,1,0
39,125379,19,2,1
46,41645,19,1,0
26,45343,3,1,0
22,132951,35,1,1
57,20645,33,0,1
28,51775,12,1,0
18,24121,30,1,0
59,148910,38,2,1
18,83742,6,0,0
56,93648,16,0,1
63,148734,11,1,1
22,29271,29,2,0
39,59204,33,1,1
43,45212,21,0,0
23,130821,20,2,1
49,95828,8,0,0
28,43481,11,0,0
27,126596,16,0,0
64,123890,15,0,1
56,114029,4,0,0
51,115011,18,2,1
48,86404,27,2,1
29,132906,16,0,0
61,58682,21,1,1
33,81441,34,1,1
55,93749,14,0,1
20,79969,18,2,0
19,108275,25,1,0
22,84747,34,2,1
28,21903,22,2,0
42,55344,9,1,0
52,133027,21,1,1
52,122413,10,2,1
39,106534,25,1,1
54,142702,0,0,0
39,137981,35,1,1
28,38319,20,2,0
49,118919,7,2,1
52,41441,19,2,1
48,96178,16,2,1
62,97312,14,2,1
25,44862,20,2,0
37,51103,0,0,0
59,31510,2,2,0
51,54691,30,2,1
21,98938,30,0,0
35,147801,20,2,1
21,91991,22,2,0
37,60372,16,0,0
26,126456,21,1,1
33,88309,21,1,0
43,63050,35,2,1
55,139881,7,1,1
42,47377,7,1,0
21,78336,13,0,0
58,95312,37,1,1
62,136591,23,2,1
58,78219,21,0,1
55,117595,14,1,1
36,114941,19,2,1
31,79229,26,0,0
38,85679,27,2,1
32,76648,21,1,0
20,136944,30,2,1
54,45698,8,1,0
63,37083,22,1,1
33,65169,4,1,0
31,42702,38,1,1
26,118574,16,1,0
64,61022,39,0,1
24,86543,4,1,0
31,112955,6,0,0
23,132019,7,2,0
38,128768,6,2,0
32,95710,21,0,0
25,116416,37,0,1
51,27203,20,2,0
57,79772,3,0,0
18,56492,31,0,0
49,114525,28,1,1
22,112867,29,2,1
47,130230,2,0,0
39,108519,4,0,0
37,78636,18,0,0
33,75639,7,1,0
24,115271,36,2,1
24,60685,30,2,0
19,106429,26,0,0
64,35739,12,0,0
31,49917,5,1,0
48,140088,0,0,0
58,40704,29,0,1
31,115688,10,1,0
22,78521,30,0,0
28,67383,15,2,0
57,123776,14,2,1
22,92742,4,2,0
46,108792,14,1,1
28,44307,0,1,0
22,24716,14,2,0
49,76270,35,2,1
53,120924,38,1,1
32,38920,7,0,0
36,57871,21,0,0
39,62928,26,1,1
51,109000,33,2,1
34,123621,29,1,1
29,33587,11,2,0
42,21195,1,1,0
34,145711,37,1,1
27,45083,21,1,0
45,135092,16,1,1
35,135982,34,1,1
35,42438,22,1,0
62,40009,28,2,1
49,126172,28,2,1
31,121123,18,0,0
33,106679,16,1,0
35,149154,7,0,0
33,140433,6,0,0
34,33696,10,1,0
24,148733,2,1,0
29,27564,1,0,0
51,23637,18,0,0
27,120177,27,1,1
22,82759,27,1,0
38,37790,24,1,0
20,113695,10,2,0
36,91050,39,0,1
62,119881,1,0,0
61,76924,11,0,0
52,107299,37,2,1
23,32568,11,0,0
31,113539,24,1,1
21,149443,36,2,1
62,90847,30,0,1
35,61596,16,2,0
46,58315,11,2,0
52,37191,29,1,1
55,137083,1,2,1
33,40908,15,1,0
37,21415,0,1,0
41,60276,33,0,1
52,67650,0,1,0
61,84427,35,0,1
36,104369,2,0,0
21,35406,33,0,0
50,49336,11,1,0
19,114957,26,0,0
30,121800,36,1,1
62,97316,24,1,1
47,59871,11,0,0
51,32221,32,1,1
47,41116,8,0,0
41,59790,0,0,0
61,125799,22,0,1
50,99958,27,2,1
58,61474,2,1,0
27,107019,37,2,1
35,60100,35,2,1
36,137982,4,1,0
24,137596,28,1,1
36,25416,12,0,0
41,35251,3,2,0
32,47074,5,1,0
58,144246,37,0,1
59,85447,5,1,0
40,77684,10,1,0
21,132076,26,0,0
55,148391,34,1,1
21,97700,39,0,1
22,144440,3,2,0
58,74822,26,0,1
61,88004,15,1,1
40,71580,17,2,0
57,138376,6,2,1
54,75300,10,0,0
28,63655,7,0,0
28,22027,5,0,0
30,109091,4,2,0
31,31944,5,0,0
25,20315,37,1,0
42,99669,1,2,0
35,56757,30,0,0
61,143981,38,2,1
61,118834,31,1,1
35,44268,8,1,0
27,128898,14,1,0
24,71011,20,0,0
61,84544,27,0,1
31,90293,26,2,1
32,60640,4,0,0
33,133802,16,2,1
19,49967,36,0,0
47,111331,23,1,1
47,48798,30,0,1
35,81788,34,0,1
48,128262,3,0,0
61,119371,19,1,1
30,51461,16,2,0
37,119031,9,0,0
52,102163,36,1,1
40,83496,20,0,0
59,111897,20,0,1
50,86247,15,1,1
55,31085,32,0,1
52,113262,9,0,0
53,93460,17,0,1
37,101085,32,0,1
20,147061,28,0,1
25,78852,30,1,0
57,93998,23,1,1
49,128293,11,0,1
46,22560,19,0,0
24,107059,5,2,0
19,39944,7,1,0
38,138691,13,0,0
23,87713,4,2,0
45,135525,35,1,1
59,80161,37,2,1
53,40098,2,2,0
49,121382,35,0,1
62,47475,21,0,1
59,62736,7,1,0
63,117983,13,2,1
26,41416,6,2,0
28,148309,3,0,0
40,99656,18,1,1
28,136338,23,0,1
19,22948,15,1,0
20,22520,5,2,0
28,92805,7,1,0
52,112497,24,2,1
32,147294,31,1,1
60,82976,24,0,1
28,33336,9,0,0
48,80112,16,0,0
45,142285,2,1,0
45,130734,8,2,1
49,34020,17,0,0
42,112816,29,1,1
37,144052,4,1,0
45,148692,31,0,1
42,84566,26,0,1
28,129014,20,0,0
36,36746,23,0,0
45,143529,37,1,1
18,87792,2,2,0
22,125656,15,2,0
27,113248,14,1,0
59,98372,24,2,1
63,45711,7,1,0
51,24358,3,1,0
53,31339,31,1,1
19,52039,34,2,0
35,139985,29,1,1
30,41245,38,1,1
22,149024,29,0,1
37,132787,16,0,0
19,37259,18,2,0
28,81086,30,0,0
47,75107,16,0,0
49,92665,1,0,0
49,73003,36,1,1
55,68789,28,0,1
45,127648,29,2,1
27,60573,21,1,0
39,75808,37,2,1
34,136610,10,2,1
39,61588,32,2,1
60,96747,18,2,1
36,115733,2,2,0
34,101164,39,0,1
41,46300,21,0,0
53,131244,17,2,1
49,67092,29,2,1
63,103048,0,0,0
53,106481,19,2,1
45,127259,4,0,0
31,119323,11,2,0
53,106944,10,2,1
23,146853,23,1,1
26,68408,17,2,0
38,142262,7,1,0
29,105847,28,2,1
47,85124,21,1,1
48,55609,1,0,0
57,31139,22,2,1
21,58245,15,0,0
48,127170,7,1,1
44,70160,3,1,0
42,103146,13,1,0
22,70787,8,1,0
23,48952,10,0,0
22,84403,37,1,1
44,99104,15,2,1
25,141949,12,1,0
26,110435,35,0,1
32,129334,35,0,1
53,97538,16,2,1
58,27529,13,0,0
24,103605,28,1,1
49,68478,16,2,1
25,82525,0,2,0
64,89248,19,0,1
32,149210,32,2,1
54,85091,1,1,0
36,59826,16,1,0
56,77885,22,0,1
23,39328,21,1,0
36,103247,0,1,0
45,25906,11,0,0
34,143518,12,1,1
59,49107,13,0,0
36,71412,9,0,0
48,103349,11,0,0
28,145745,21,2,1
32,29153,17,1,0
27,66213,38,1,1
60,51679,18,1,1
40,115124,29,0,1
20,133632,14,0,0
20,137650,38,1,1
35,109306,13,1,0
42,104388,8,1,0
60,132958,4,1,1
37,39612,32,2,1
46,50907,4,0,0
39,115707,23,2,1
32,149185,7,1,0
56,143008,18,0,1
27,73551,11,2,0
38,100984,7,2,0
46,23966,7,0,0
49,127412,37,2,1
27,74433,19,1,0
30,41401,28,2,0
64,41539,33,2,1
40,54018,17,1,0
40,79542,0,1,0
48,90224,10,2,0
21,83534,34,1,1
20,105993,31,0,0
38,56555,15,0,0
19,127435,5,1,0
21,116915,8,1,0
18,30470,39,0,0
32,58426,21,0,0
50,94729,7,2,0
23,72924,31,2,1
24,120516,25,2,1
36,125171,17,2,1
61,125267,36,0,1
18,78954,11,0,0
56,144507,37,0,1
36,107613,33,1,1
62,129633,3,0,1
43,56759,15,1,0
61,94831,23,1,1
29,136875,13,1,0
39,34735,16,2,0
30,67011,30,1,1
45,130721,3,0,0
31,88568,33,0,1
39,129309,37,0,1
47,145373,37,0,1
61,56671,2,0,0
37,142908,7,0,0
61,130555,11,1,1
44,115433,34,0,1
55,45836,1,1,0
59,121974,28,2,1
58,140415,22,0,1
51,106814,32,2,1
56,148338,17,2,1
58,107438,39,2,1
61,80854,21,0,1
54,71488,13,1,0
18,56091,28,2,0
32,27120,14,0,0
49,27859,14,1,0
25,118403,3,2,0
50,50611,35,0,1
35,121960,4,1,0
62,65477,2,1,0
46,26786,11,0,0
49,118997,19,2,1
50,41185,19,0,0
22,126513,38,2,1
35,116726,38,0,1
27,89245,0,1,0
53,104690,2,1,0
50,135718,8,1,1
40,83906,19,1,0
57,106395,8,1,1
22,133147,30,0,1
51,89745,27,0,1
41,108915,34,0,1
34,100382,39,2,1
48,38003,37,2,1
24,110962,1,1,0
34,128392,2,1,0
45,111087,13,1,1
55,149637,16,2,1
39,104436,34,2,1
32,97916,3,0,0
54,29707,29,2,1
32,44379,38,1,1
42,70277,13,0,0
38,110604,26,2,1
55,92442,12,0,0
19,101431,19,2,0
44,74756,23,2,1
49,104956,9,2,1
38,137214,6,1,0
21,100748,16,2,0
61,99859,21,1,1
36,118470,10,0,0
19,81579,22,2,0
43,138877,21,1,1
51,92884,39,1,1
31,86111,17,0,0
32,59939,25,0,0
37,143485,29,0,1
51,35748,12,2,0
53,88879,3,2,0
36,136506,26,0,1
26,62115,39,2,1
24,82023,9,1,0
47,110927,27,1,1
30,107943,20,2,1
44,79984,10,2,0
61,62495,19,1,1
52,129229,35,1,1
30,60747,18,2,0
32,94690,9,2,0
63,80378,14,0,1
26,41555,17,0,0
62,46623,6,2,0
40,123713,29,1,1
53,57309,13,2,0
57,141068,36,1,1
20,105780,29,2,1
51,70666,26,2,1
36,113463,36,1,1
45,21067,16,1,0
40,37265,29,2,1
57,92445,17,1,1
62,41416,2,1,0
24,99772,27,2,1
58,141190,36,0,1
29,116901,29,0,1
31,72791,20,1,0
63,46125,19,2,1
32,96465,21,1,0
20,73709,35,2,1
32,61060,35,0,1
41,51411,20,0,0
63,100855,23,0,1
25,72684,20,1,0
22,55584,6,0,0
21,91947,7,0,0
31,51602,21,1,0
33,134025,21,2,1
37,135095,29,0,1
41,92740,33,2,1
23,38899,28,2,0
48,110053,9,1,0
23,120043,4,2,0
52,89588,38,2,1
32,69410,33,1,1
46,77852,37,2,1
20,58554,9,0,0
28,32013,8,1,0
20,65364,31,1,0
45,138371,4,1,0
27,123024,34,0,1
50,67213,10,2,0
33,56494,15,2,0
27,20678,26,2,0
50,144163,19,0,1
53,50352,0,2,0
20,65797,25,2,0
22,29098,10,0,0
29,28459,14,0,0
61,58894,38,2,1
30,113215,39,0,1
41,118202,17,0,1
61,98763,23,0,1
49,90442,27,1,1
33,27898,24,1,0
49,70352,22,2,1
62,67207,10,2,1
54,140043,32,0,1
53,53884,15,2,1
38,91880,35,1,1
64,140618,22,2,1
29,127394,5,2,0
38,47366,23,1,0
38,131516,37,1,1
60,132382,5,0,1
23,30836,9,0,0
26,37442,21,0,0
18,76436,22,2,0
29,135375,4,2,0
31,140265,27,2,1
23,140278,8,1,0
18,148934,38,2,1
39,60920,27,1,1
51,141751,24,2,1
28,127283,37,2,1
20,32686,26,1,0
59,63604,23,1,1
23,30356,15,1,0
23,147337,1,0,0
37,61163,1,0,0
38,47793,4,2,0
19,22491,20,2,0
43,106742,9,2,0
48,79382,17,0,0
43,99464,25,2,1
49,59772,19,1,0
27,97096,35,1,1
40,27011,20,0,0
23,107620,1,1,0
40,64518,32,1,1
45,48633,22,2,1
47,24862,38,1,1
31,58118,30,1,0
54,144106,3,0,0
49,83849,2,1,0
51,98218,36,1,1
58,65303,9,2,0
61,31703,31,2,1
39,143793,35,2,1
48,127915,26,0,1
24,35096,18,2,0
58,80047,37,1,1
38,99642,0,0,0
33,85891,25,1,1
37,138160,12,1,1
60,28432,34,2,1
61,35700,1,0,0
64,144790,21,0,1
36,145156,38,2,1
49,76862,27,0,1
32,45196,1,1,0
22,117186,10,0,0
